,gene_name,start,end_coord,strand,gene_product,COG_id,cog,uniprot,operon,tu_name,ncbi_protein,gene_name_extra,specific_gos_n,specific_gos
EQU24_RS15205,,3398380,3399163,-1,alpha/beta fold hydrolase,I,Lipid transport and metabolism,A0A4P9USD8,910,EQU24_RS15210 // EQU24_RS15205,WP_017838682.1,||None,hydrolase activity,['hydrolase activity']
EQU24_RS15210,,3399165,3399888,-1,hypothetical protein,S,Function unknown,A0A4P9USS7,910,EQU24_RS15210 // EQU24_RS15205,WP_017838681.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15215,,3399967,3401149,-1,NAD(P)/FAD-dependent oxidoreductase,S,Function unknown,A0A4P9UPU6,909,EQU24_RS15215,WP_017838680.1,||None,"cytoplasm
intracellular anatomical structure
cytosol
cellular_component
","['cytoplasm' 'intracellular anatomical structure' 'cytosol'
 'cellular_component' '']"
EQU24_RS15220,,3401296,3401617,-1,hypothetical protein,X,No COG annotation,A0A4P9USC3,908,EQU24_RS15225 // EQU24_RS15220,WP_017838679.1,||None,,[]
EQU24_RS15225,,3401652,3401886,-1,TIGR02647 family protein,S,Function unknown,A0A4P9UPU4,908,EQU24_RS15225 // EQU24_RS15220,WP_017838678.1,||None,,[]
EQU24_RS15230,,3402373,3403654,-1,3-deoxy-D-manno-octulosonic acid transferase,M,Cell wall/membrane/envelope biogenesis,A0A4V1IK27,907,EQU24_RS15230,WP_040575383.1,||waaA,"lipopolysaccharide core region biosynthetic process
lipid A metabolic process
glycolipid biosynthetic process
lipooligosaccharide biosynthetic process
oligosaccharide biosynthetic process","['lipopolysaccharide core region biosynthetic process'
 'lipid A metabolic process' 'glycolipid biosynthetic process'
 'lipooligosaccharide biosynthetic process'
 'oligosaccharide biosynthetic process']"
EQU24_RS15235,,3403720,3404011,-1,hypothetical protein,X,No COG annotation,,906,EQU24_RS15235,,||,,[]
EQU24_RS15240,,3404142,3405375,-1,hypothetical protein,H,Coenzyme transport and metabolism,A0A4P9UQ60,905,hemC // EQU24_RS15250 // EQU24_RS15245 // EQU24_RS15240,WP_017842773.1,||None,"regulation of transcription, DNA-templated
histone modification
heme metabolic process
plasma membrane
integral component of membrane","['regulation of transcription, DNA-templated' 'histone modification'
 'heme metabolic process' 'plasma membrane'
 'integral component of membrane']"
EQU24_RS15245,,3405394,3406579,-1,enzyme of heme biosynthesis,H,Coenzyme transport and metabolism,,905,hemC // EQU24_RS15250 // EQU24_RS15245 // EQU24_RS15240,WP_235726441.1,||None,"methyltransferase activity
integral component of membrane
methylation","['methyltransferase activity' 'integral component of membrane'
 'methylation']"
EQU24_RS15250,,3406568,3407339,-1,uroporphyrinogen-III synthase,H,Coenzyme transport and metabolism,A0A4P9UPU5,905,hemC // EQU24_RS15250 // EQU24_RS15245 // EQU24_RS15240,WP_017842771.1,||None,"protoporphyrinogen IX biosynthetic process
uroporphyrinogen III biosynthetic process
porphyrin-containing compound biosynthetic process
protoporphyrinogen IX metabolic process
tetrapyrrole biosynthetic process","['protoporphyrinogen IX biosynthetic process'
 'uroporphyrinogen III biosynthetic process'
 'porphyrin-containing compound biosynthetic process'
 'protoporphyrinogen IX metabolic process'
 'tetrapyrrole biosynthetic process']"
EQU24_RS15255,hemC,3407338,3408265,-1,hydroxymethylbilane synthase,H,Coenzyme transport and metabolism,A0A4P9USE9,905,hemC // EQU24_RS15250 // EQU24_RS15245 // EQU24_RS15240,WP_026130394.1,hemC||hemC,"peptidyl-pyrromethane cofactor linkage
protoporphyrinogen IX biosynthetic process
peptidyl-cysteine modification
protoporphyrinogen IX metabolic process
peptidyl-amino acid modification","['peptidyl-pyrromethane cofactor linkage'
 'protoporphyrinogen IX biosynthetic process'
 'peptidyl-cysteine modification'
 'protoporphyrinogen IX metabolic process'
 'peptidyl-amino acid modification']"
EQU24_RS15260,argH,3408525,3409923,1,argininosuccinate lyase,E,Amino acid transport and metabolism,A0A4P9UST4,904,argH,WP_026130393.1,argH||argH,"arginine biosynthetic process
glutamine family amino acid biosynthetic process
arginine biosynthetic process via ornithine
arginine metabolic process
argininosuccinate lyase activity","['arginine biosynthetic process'
 'glutamine family amino acid biosynthetic process'
 'arginine biosynthetic process via ornithine'
 'arginine metabolic process' 'argininosuccinate lyase activity']"
EQU24_RS15265,,3410699,3413525,1,class I adenylate cyclase,F,Nucleotide transport and metabolism,A0A4P9UPV6,903,EQU24_RS15265,WP_017842768.1,||None,"cAMP biosynthetic process
cyclic nucleotide biosynthetic process
cAMP metabolic process
purine ribonucleotide biosynthetic process
cyclic purine nucleotide metabolic process","['cAMP biosynthetic process' 'cyclic nucleotide biosynthetic process'
 'cAMP metabolic process' 'purine ribonucleotide biosynthetic process'
 'cyclic purine nucleotide metabolic process']"
EQU24_RS15270,,3413610,3413976,1,PilZ domain-containing protein,S,Function unknown,A0A4P9USD3,902,EQU24_RS15270,WP_017842767.1,||None,cyclic-di-GMP binding,['cyclic-di-GMP binding']
EQU24_RS15275,,3414302,3415388,-1,TRAP transporter substrate-binding protein,Q,"Secondary metabolites biosynthesis, transport, and catabolism",A0A4P9UPV4,901,EQU24_RS15275,WP_017842766.1,||None,"metal ion binding
tripartite ATP-independent periplasmic transporter complex
transmembrane transport
periplasmic space","['metal ion binding'
 'tripartite ATP-independent periplasmic transporter complex'
 'transmembrane transport' 'periplasmic space']"
EQU24_RS15280,gap,3415660,3416671,1,type I glyceraldehyde-3-phosphate dehydrogenase,C,Energy production and conversion,A0A4V1IK28,900,pyk // gap,WP_017842765.1,gap||gap,"NAD biosynthetic process
purine ribonucleoside monophosphate biosynthetic process
peptidyl-cysteine S-trans-nitrosylation
purine ribonucleoside triphosphate biosynthetic process
regulation of macroautophagy","['NAD biosynthetic process'
 'purine ribonucleoside monophosphate biosynthetic process'
 'peptidyl-cysteine S-trans-nitrosylation'
 'purine ribonucleoside triphosphate biosynthetic process'
 'regulation of macroautophagy']"
EQU24_RS15285,pyk,3416680,3418126,1,pyruvate kinase,G,Carbohydrate transport and metabolism,A0A4P9UUU5,900,pyk // gap,WP_017842764.1,pyk||pyk,"purine ribonucleoside triphosphate biosynthetic process
protein homotetramerization
purine ribonucleoside monophosphate biosynthetic process
pyruvate biosynthetic process
ribonucleoside triphosphate biosynthetic process","['purine ribonucleoside triphosphate biosynthetic process'
 'protein homotetramerization'
 'purine ribonucleoside monophosphate biosynthetic process'
 'pyruvate biosynthetic process'
 'ribonucleoside triphosphate biosynthetic process']"
EQU24_RS15290,,3418276,3419113,-1,sterol desaturase family protein,I,Lipid transport and metabolism,A0A4P9UQ69,899,EQU24_RS15290,WP_017842763.1,||None,"iron ion binding
lipid biosynthetic process
integral component of membrane
oxidoreductase activity
","['iron ion binding' 'lipid biosynthetic process'
 'integral component of membrane' 'oxidoreductase activity' '']"
EQU24_RS15295,,3419221,3419422,-1,hypothetical protein,X,No COG annotation,,898,EQU24_RS15300 // EQU24_RS15295,,||,"integral component of membrane
membrane",['integral component of membrane' 'membrane']
EQU24_RS15300,,3419423,3419870,-1,PAS sensor domain-containing protein,K,Transcription,A0A4P9UQ01,898,EQU24_RS15300 // EQU24_RS15295,WP_017842762.1,||None,,[]
EQU24_RS15305,,3419944,3420433,-1,hypothetical protein,S,Function unknown,A0A4P9UPV5,897,EQU24_RS15305,WP_017842761.1,||None,,[]
EQU24_RS15310,,3420604,3421099,-1,PAS domain-containing protein,K,Transcription,A0A4P9USG0,896,EQU24_RS15310,WP_017842760.1,||None,,[]
EQU24_RS15315,,3421529,3421994,-1,polyketide cyclase,S,Function unknown,A0A4P9USU3,895,EQU24_RS15315,WP_017842759.1,||None,,[]
EQU24_RS15320,parE,3422221,3424111,-1,DNA topoisomerase IV subunit B,L,"Replication, recombination and repair",A0A4P9UPW9,894,parE,WP_017842758.1,parE||parE,"ATP hydrolysis activity
ATP hydrolysis activity
DNA conformation change
nucleoside-triphosphatase activity
DNA topological change","['ATP hydrolysis activity' 'ATP hydrolysis activity'
 'DNA conformation change' 'nucleoside-triphosphatase activity'
 'DNA topological change']"
EQU24_RS15325,,3424195,3424429,1,exodeoxyribonuclease VII small subunit,L,"Replication, recombination and repair",A0A4P9USE3,893,ispA // EQU24_RS15325,WP_017842757.1,||None,"exodeoxyribonuclease VII activity
exodeoxyribonuclease activity, producing 5'-phosphomonoesters
exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
nucleic acid phosphodiester bond hydrolysis
exodeoxyribonuclease activity","['exodeoxyribonuclease VII activity'
 ""exodeoxyribonuclease activity, producing 5'-phosphomonoesters""
 ""exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters""
 'nucleic acid phosphodiester bond hydrolysis'
 'exodeoxyribonuclease activity']"
EQU24_RS15330,ispA,3424421,3425318,1,"(2E,6E)-farnesyl diphosphate synthase",H,Coenzyme transport and metabolism,A0A4P9UPW5,893,ispA // EQU24_RS15325,WP_017842756.1,ispA||ispA,"geranyltranstransferase activity
prenyltransferase activity
lipid biosynthetic process
isoprenoid biosynthetic process
isoprenoid metabolic process","['geranyltranstransferase activity' 'prenyltransferase activity'
 'lipid biosynthetic process' 'isoprenoid biosynthetic process'
 'isoprenoid metabolic process']"
EQU24_RS15335,,3425402,3427265,1,1-deoxy-D-xylulose-5-phosphate synthase,H,Coenzyme transport and metabolism,A0A4V1IK29,892,EQU24_RS15335,WP_017842755.1,||dxs,"pyruvate metabolic process
ubiquinone biosynthetic process
thiamine biosynthetic process
manganese ion binding
vitamin B6 biosynthetic process","['pyruvate metabolic process' 'ubiquinone biosynthetic process'
 'thiamine biosynthetic process' 'manganese ion binding'
 'vitamin B6 biosynthetic process']"
EQU24_RS15340,,3428312,3428828,1,adenine phosphoribosyltransferase,F,Nucleotide transport and metabolism,A0A4P9UUV5,891,EQU24_RS15340,WP_026130392.1,||None,"secretory granule
purine ribonucleoside biosynthetic process
AMP salvage
secretory vesicle
adenine biosynthetic process","['secretory granule' 'purine ribonucleoside biosynthetic process'
 'AMP salvage' 'secretory vesicle' 'adenine biosynthetic process']"
EQU24_RS15345,,3429453,3430269,-1,VacJ family lipoprotein,M,Cell wall/membrane/envelope biogenesis,,890,EQU24_RS15350 // EQU24_RS15345,WP_017842753.1,||None,"phospholipid transport
intermembrane phospholipid transfer
intermembrane lipid transfer
organophosphate ester transport
anion transport","['phospholipid transport' 'intermembrane phospholipid transfer'
 'intermembrane lipid transfer' 'organophosphate ester transport'
 'anion transport']"
EQU24_RS15350,,3430275,3430890,-1,hopanoid biosynthesis associated membrane protein HpnM,Q,"Secondary metabolites biosynthesis, transport, and catabolism",A0A4P9UQ09,890,EQU24_RS15350 // EQU24_RS15345,WP_026130391.1,||None,,[]
EQU24_RS15355,hpnH,3431505,3432618,-1,adenosyl-hopene transferase HpnH,S,Function unknown,A0A4P9UPX8,889,hpnH,WP_026130390.1,hpnH||hpnH,"iron-sulfur cluster binding
transferase activity",['iron-sulfur cluster binding' 'transferase activity']
EQU24_RS15360,,3433090,3434191,1,phytoene/squalene synthase family protein,I,Lipid transport and metabolism,A0A4P9USG8,888,EQU24_RS15380 // EQU24_RS15375 // EQU24_RS15370 // shc // EQU24_RS15360,WP_017842750.1,||None,"farnesyl-diphosphate farnesyltransferase activity
squalene synthase activity
biosynthetic process","['farnesyl-diphosphate farnesyltransferase activity'
 'squalene synthase activity' 'biosynthetic process']"
EQU24_RS15365,shc,3434201,3436160,1,squalene--hopene cyclase,I,Lipid transport and metabolism,A0A4P9USV2,888,EQU24_RS15380 // EQU24_RS15375 // EQU24_RS15370 // shc // EQU24_RS15360,WP_017842749.1,shc||shc,"hopanoid biosynthetic process
lipid droplet
beta-amyrin synthase activity
lanosterol synthase activity
squalene-hopene cyclase activity","['hopanoid biosynthetic process' 'lipid droplet'
 'beta-amyrin synthase activity' 'lanosterol synthase activity'
 'squalene-hopene cyclase activity']"
EQU24_RS15370,,3436156,3436861,1,phosphorylase,F,Nucleotide transport and metabolism,A0A4P9UPX4,888,EQU24_RS15380 // EQU24_RS15375 // EQU24_RS15370 // shc // EQU24_RS15360,WP_017842748.1,||None,"nucleoside metabolic process
catalytic activity",['nucleoside metabolic process' 'catalytic activity']
EQU24_RS15375,,3436880,3439496,1,MMPL family transporter,V,Defense mechanisms,A0A4P9USF5,888,EQU24_RS15380 // EQU24_RS15375 // EQU24_RS15370 // shc // EQU24_RS15360,WP_017842747.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15380,,3439512,3440904,1,aspartate aminotransferase family protein,E,Amino acid transport and metabolism,A0A4P9UPX2,888,EQU24_RS15380 // EQU24_RS15375 // EQU24_RS15370 // shc // EQU24_RS15360,WP_017842746.1,||None,"N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
pyridoxal phosphate binding","['N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity'
 'pyridoxal phosphate binding']"
EQU24_RS15385,,3441447,3441687,1,hypothetical protein,X,No COG annotation,A0A4V1IK30,887,EQU24_RS15385,WP_017842745.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15390,,3442461,3443181,-1,PEP-CTERM/exosortase system-associated acyltransferase,S,Function unknown,A0A4P9UUW4,886,EQU24_RS15390,WP_017842744.1,||None,acyltransferase activity,['acyltransferase activity']
EQU24_RS15395,,3445032,3445767,1,PEP-CTERM/exosortase system-associated acyltransferase,Q,"Secondary metabolites biosynthesis, transport, and catabolism",A0A4P9UQ86,885,EQU24_RS15395,WP_017842743.1,||None,acyltransferase activity,['acyltransferase activity']
EQU24_RS15400,,3445949,3446885,-1,hypothetical protein,X,No COG annotation,A0A4P9UQ13,884,EQU24_RS15400,WP_017842742.1,||None,,[]
EQU24_RS15405,,3446959,3449221,-1,MMPL family transporter,S,Function unknown,UPI000360FB3C,883,EQU24_RS15405,WP_017842741.1,||None,integral component of membrane,['integral component of membrane']
EQU24_RS15410,,3449440,3450301,-1,hypothetical protein,H,Coenzyme transport and metabolism,A0A4P9UPY6,882,EQU24_RS15410,WP_017842740.1,||None,"nucleotidyltransferase activity
integral component of membrane
ubiquitin-like modifier activating enzyme activity","['nucleotidyltransferase activity' 'integral component of membrane'
 'ubiquitin-like modifier activating enzyme activity']"
EQU24_RS15415,,3451026,3451920,1,PEP-CTERM sorting domain-containing protein,X,No COG annotation,UPI00034A1C64,881,EQU24_RS15415,WP_017842739.1,||None,,[]
EQU24_RS15420,prsT,3453352,3455239,-1,PEP-CTERM system TPR-repeat protein PrsT,X,No COG annotation,UPI001586B65D,880,prsT,WP_175421691.1,prsT||prsT,protein binding,['protein binding']
EQU24_RS15430,,3457529,3457916,-1,type II toxin-antitoxin system VapC family toxin,S,Function unknown,A0A4P9UPY5,878,EQU24_RS15435 // EQU24_RS15430,WP_017842736.1,||None,,[]
EQU24_RS15435,,3457912,3458161,-1,prevent-host-death protein,D,"Cell cycle control, cell division, chromosome partitioning",A0A4P9USG9,878,EQU24_RS15435 // EQU24_RS15430,WP_017842735.1,||None,,[]
EQU24_RS15440,,3458414,3458726,-1,hypothetical protein,S,Function unknown,A0A4P9UPY7,877,EQU24_RS15440,WP_017842734.1,||None,nucleotidyltransferase activity,['nucleotidyltransferase activity']
EQU24_RS15455,,3460044,3460308,-1,type II toxin-antitoxin system RelB/DinJ family antitoxin,L,"Replication, recombination and repair",A0A4V1IK31,875,EQU24_RS15455 // EQU24_RS15450,WP_017842731.1,||None,"regulation of transcription, DNA-templated
cis-regulatory region sequence-specific DNA binding
toxic substance binding
single-species biofilm formation","['regulation of transcription, DNA-templated'
 'cis-regulatory region sequence-specific DNA binding'
 'toxic substance binding' 'single-species biofilm formation']"
